id8102,year,outcome,outcmyear,switcher,instresp,xl_area,age1_fav,age2_fav,age3_fav,age4_fav,age5_fav,age6_fav,age7_fav,age8_fav,age9_fav,age10_fav,age11_fav,age12_fav,age1_opp,age2_opp,age3_opp,age4_opp,age5_opp,age6_opp,age7_opp,age8_opp,age9_opp,age10_opp,age11_opp,age12_opp,age1_dk,age2_dk,age3_dk,age4_dk,age5_dk,age6_dk,age7_dk,age8_dk,age9_dk,age10_dk,age11_dk,age12_dk,edu1_fav,edu2_fav,edu3_fav,edu4_fav,edu5_fav,edu6_fav,edu7_fav,edu8_fav,edu9_fav,edu10_fav,edu11_fav,edu12_fav,edu1_opp,edu2_opp,edu3_opp,edu4_opp,edu5_opp,edu6_opp,edu7_opp,edu8_opp,edu9_opp,edu10_opp,edu11_opp,edu12_opp,edu1_dk,edu2_dk,edu3_dk,edu4_dk,edu5_dk,edu6_dk,edu7_dk,edu8_dk,edu9_dk,edu10_dk,edu11_dk,edu12_dk,inc1_fav,inc2_fav,inc3_fav,inc4_fav,inc5_fav,inc6_fav,inc7_fav,inc8_fav,inc9_fav,inc10_fav,inc11_fav,inc12_fav,inc1_opp,inc2_opp,inc3_opp,inc4_opp,inc5_opp,inc6_opp,inc7_opp,inc8_opp,inc9_opp,inc10_opp,inc11_opp,inc12_opp,inc1_dk,inc2_dk,inc3_dk,inc4_dk,inc5_dk,inc6_dk,inc7_dk,inc8_dk,inc9_dk,inc10_dk,inc11_dk,inc12_dk,white_fav,black_fav,hispa_fav,asina_fav,white_opp,black_opp,hispa_opp,asina_opp,white_dk,black_dk,hispa_dk,asian_dk,pid1_fav,pid2_fav,pid3_fav,pid4_fav,pid5_fav,pid6_fav,pid7_fav,pid1_opp,pid2_opp,pid3_opp,pid4_opp,pid5_opp,pid6_opp,pid7_opp,pid1_dk,pid2_dk,pid3_dk,pid4_dk,pid5_dk,pid6_dk,pid7_dk,ideo1_fav,ideo2_fav,ideo3_fav,ideo4_fav,ideo5_fav,ideo6_fav,ideo7_fav,ideo1_opp,ideo2_opp,ideo3_opp,ideo4_opp,ideo5_opp,ideo6_opp,ideo7_opp,ideo1_dk,ideo2_dk,ideo3_dk,ideo4_dk,ideo5_dk,ideo6_dk,ideo7_dk,male_fav,female_fav,male_opp,female_opp,male_dk,female_dk,protes_fav,cathlc_fav,jewish_fav,seculr_fav,protes_opp,cathlc_opp,jewish_opp,seculr_opp,protes_dk,cathlc_dk,jewish_dk,seculr_dk,east_fav,south_fav,midwst_fav,west_fav,east_opp,south_opp,midwst_opp,west_opp,east_dk,south_dk,midwst_dk,west_dk,nounn_fav,union_fav,nounn_opp,union_opp,nounn_dk,union_dk,pred10_sw,pred30_sw,pred50_sw,pred70_sw,pred90_sw,predall_sw,intgrp_stfav,intgrp_swfav,intgrp_stopp,intgrp_swopp,aarp,aflcio,airlines,american_bankers_association,american_councilof_life_insurance,american_farm_bureau_federation,american_federationof_state_countyand_municipal_employees,american_hospital_association,american_israel_public_affairs_committee,american_legion,american_medical_association,associationof_trial_lawyers,automobilecompanies,chamberof_commerce,christian_coalition,computersoftwareandhardware,credit_union_national_association,defensecontractors,electriccompanies,health_insurance_association,independent_insurance_agentsof_america,international_brotherhoodof_teamsters,motion_picture_associationof_america,national_associationof_broadcasters,national_associationof_home_builders,national_associationof_manufacturers,national_associationof_realtors,national_beer_wholesalers_association,national_education_association,national_federationof_independent_business,national_governors_association,national_restaurant_association,national_rifle_association,national_rightto_life_committee,oil_companies,pharmaceutical_research_manufacturers,recording_industry_association,securitiesandinvestmentcompanies,telephonecompanies,tobbacocompanies,united_auto_workersunion,universities,veteransof_foreign_warsofthe_u_s,ecyn,swyn,fpyn,rlyn,gnyn,question_text,policy_change,intgrp_align,intgrp_align_norm,pred10_norm,pred50_norm,pred90_norm,mass_intgrp_stfav,mass_intgrp_swfav,mass_intgrp_stopp,mass_intgrp_swopp,bus_intgrp_stfav,bus_intgrp_swfav,bus_intgrp_stopp,bus_intgrp_swopp,mass_intgrp_align,bus_intgrp_align,mass_intgrp_align_norm,bus_intgrp_align_norm
1846,1999,0,NA,0,NA,health,220,300,276,235,141,126,NA,NA,NA,NA,NA,NA,80,144,246,137,102,209,NA,NA,NA,NA,NA,NA,15,48,33,58,43,85,NA,NA,NA,NA,NA,NA,45,124,401,58,314,244,118,NA,NA,NA,NA,NA,36,135,347,36,195,123,50,NA,NA,NA,NA,NA,15,30,96,6,87,34,21,NA,NA,NA,NA,NA,80,132,169,168,157,232,116,93,0,0,0,0,84,144,141,128,79,131,59,31,0,0,0,0,13,31,31,30,35,37,12,18,NA,NA,NA,NA,1016,122,112,20,680,124,102,9,233,21,17,3,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656,649,439,495,123,172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254,463,320,269,172,345,217,202,77,93,79,46,NA,NA,NA,NA,NA,NA,0.48349636793136597,0.5369974970817566,0.5905071496963501,0.6439441442489624,0.6937691569328308,0.5897428631782532,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,"President Clinton has proposed a number of specific changes to the Medicare system.  As I read each proposal, please tell me whether you favor or oppose it. Allowing those age 62-65 to purchase Medicare benefits for $300 per month",0,0.6931471805599453,0.6090521459927658,0.4389787737088073,0.45513105081023447,0.4978411239049873,1,0,0,0,0,0,0,0,0.6931471805599453,0,0.6934264036172708,0.5
1847,1999,0,NA,0,NA,budget,257,403,473,340,249,343,NA,NA,NA,NA,NA,NA,49,60,72,63,26,48,NA,NA,NA,NA,NA,NA,9,28,9,27,11,29,NA,NA,NA,NA,NA,NA,74,243,698,79,509,319,154,NA,NA,NA,NA,NA,15,25,121,19,61,58,22,NA,NA,NA,NA,NA,6,20,25,2,26,24,12,NA,NA,NA,NA,NA,148,265,286,263,220,335,151,123,0,0,0,0,24,34,35,59,39,60,24,17,0,0,0,0,6,8,20,5,12,5,11,2,NA,NA,NA,NA,1582,228,192,29,251,27,34,2,95,12,5,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954,1130,219,113,46,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,405,742,499,437,73,105,95,60,24,53,22,20,NA,NA,NA,NA,NA,NA,0.8806565403938293,0.8589372038841248,0.8467683792114258,0.8476322889328003,0.8616073727607727,0.8591203570365906,1,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,"President Clinton has proposed a number of specific changes to the Medicare system.  As I read each proposal, please tell me whether you favor or oppose it. Using part of the projected budget surplus to make Medicare financially secure",0,0.6931471805599453,0.6090521459927658,0.7698374091537535,0.623000830279673,0.6291287543588968,1,0,0,0,0,0,0,0,0.6931471805599453,0,0.6934264036172708,0.5
1848,1999,0,NA,0,NA,civil rts,49,63,124,88,44,78,NA,NA,NA,NA,NA,NA,96,133,130,102,65,78,NA,NA,NA,NA,NA,NA,4,7,11,19,15,33,NA,NA,NA,NA,NA,NA,67,173,116,60,37,NA,NA,NA,NA,NA,NA,NA,44,232,179,98,66,NA,NA,NA,NA,NA,NA,NA,17,36,21,15,4,NA,NA,NA,NA,NA,NA,NA,51,105,138,66,59,0,0,0,0,0,0,0,43,151,175,107,105,0,0,0,0,0,0,0,17,16,27,10,10,NA,NA,NA,NA,NA,NA,NA,336,60,30,12,499,61,38,3,77,9,4,0,112,45,61,56,178,NA,NA,178,69,101,69,201,NA,NA,28,7,13,12,32,NA,NA,148,183,101,NA,NA,NA,NA,174,255,152,NA,NA,NA,NA,29,35,20,NA,NA,NA,NA,182,271,333,286,38,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,158,109,97,124,224,135,136,14,36,27,17,NA,NA,NA,NA,NA,NA,0.4723907709121704,0.44431018829345703,0.4163222312927246,0.3918105959892273,0.3692583441734314,0.41881842613220216,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,"Do you favor or oppose having the federal government regulate the types of things that can be put on the Internet, even if it means restricting freedom of speech?",0,0,0.5,0.4318461182735823,0.3671669442555533,0.32209915225397917,0,0,0,0,0,0,0,0,0,0,0.5,0.5
1849,1999,0,NA,0,NA,misc others,105,142,156,116,71,78,NA,NA,NA,NA,NA,NA,38,55,96,73,46,97,NA,NA,NA,NA,NA,NA,5,7,13,19,7,15,NA,NA,NA,NA,NA,NA,54,250,199,117,61,NA,NA,NA,NA,NA,NA,NA,71,162,105,42,34,NA,NA,NA,NA,NA,NA,NA,3,29,12,14,12,NA,NA,NA,NA,NA,NA,NA,49,155,202,119,111,0,0,0,0,0,0,0,58,106,116,54,51,0,0,0,0,0,0,0,5,10,23,10,12,NA,NA,NA,NA,NA,NA,NA,548,57,47,8,310,60,24,8,54,12,2,0,199,66,97,85,234,NA,NA,109,45,61,48,151,NA,NA,11,11,17,5,26,NA,NA,183,305,170,NA,NA,NA,NA,155,134,91,NA,NA,NA,NA,14,34,13,NA,NA,NA,NA,341,340,179,235,34,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,229,163,156,75,169,87,82,18,19,20,13,NA,NA,NA,NA,NA,NA,0.5108521580696106,0.5932003259658813,0.6475201845169067,0.6766080856323242,0.6832988262176514,0.6222959160804749,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,Would you favor or oppose the United States sending astronauts to explore the moon again?,0,0,0.5,0.4565182607663483,0.4853825667446406,0.49149996464432155,0,0,0,0,0,0,0,0,0,0,0.5,0.5
1850,1999,0,NA,0,NA,misc others,118,149,147,119,61,78,NA,NA,NA,NA,NA,NA,23,49,104,74,52,93,NA,NA,NA,NA,NA,NA,8,6,14,16,11,19,NA,NA,NA,NA,NA,NA,55,242,202,112,70,NA,NA,NA,NA,NA,NA,NA,69,164,96,48,28,NA,NA,NA,NA,NA,NA,NA,4,35,19,13,9,NA,NA,NA,NA,NA,NA,NA,50,158,213,108,118,0,0,0,0,0,0,0,55,103,101,62,48,0,0,0,0,0,0,0,6,11,27,13,9,NA,NA,NA,NA,NA,NA,NA,559,48,45,7,292,66,26,8,61,15,1,0,190,77,96,84,234,NA,NA,107,39,64,42,152,NA,NA,22,5,14,12,26,NA,NA,175,306,175,NA,NA,NA,NA,155,132,84,NA,NA,NA,NA,21,34,15,NA,NA,NA,NA,353,328,167,237,32,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,135,229,150,167,76,162,95,72,15,27,26,12,NA,NA,NA,NA,NA,NA,0.5276730060577393,0.6142916679382324,0.6658432483673096,0.68830406665802,0.6822412610054016,0.6356706500053406,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,Would you favor or oppose the United States sending astronauts to explore Mars?,0,0,0.5,0.46731716220730163,0.4955400519000593,0.49086584334213484,0,0,0,0,0,0,0,0,0,0,0.5,0.5
1851,1999,0,NA,0,NA,guns,20,57,53,57,24,32,NA,NA,NA,NA,NA,NA,65,104,76,66,45,70,NA,NA,NA,NA,NA,NA,1,10,10,10,6,17,NA,NA,NA,NA,NA,NA,19,106,66,34,22,NA,NA,NA,NA,NA,NA,NA,40,181,114,63,37,NA,NA,NA,NA,NA,NA,NA,4,26,15,5,4,NA,NA,NA,NA,NA,NA,NA,16,47,78,49,37,0,0,0,0,0,0,0,42,102,105,67,61,0,0,0,0,0,0,0,5,13,11,11,8,NA,NA,NA,NA,NA,NA,NA,204,23,10,4,317,55,34,13,41,8,4,0,88,42,25,32,60,NA,NA,116,48,46,52,173,NA,NA,17,3,6,5,23,NA,NA,105,96,37,NA,NA,NA,NA,132,189,92,NA,NA,NA,NA,11,26,12,NA,NA,NA,NA,133,114,202,233,18,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,93,55,51,84,150,103,98,13,18,13,11,NA,NA,NA,NA,NA,NA,0.2790127396583557,0.36604923009872437,0.4167673587799072,0.42477279901504517,0.38749372959136963,0.37481917142868043,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Do you favor or oppose each of the following?... Permitting people to carry a concealed firearm?,0,-0.6931471805599453,0.3909478540072342,0.29742998796430214,0.36739580841247965,0.33216942333042776,0,0,1,0,0,0,0,0,-0.6931471805599453,0,0.3065735963827292,0.5
1852,1999,0,NA,0,NA,guns,67,139,107,112,61,101,NA,NA,NA,NA,NA,NA,19,28,27,18,12,15,NA,NA,NA,NA,NA,NA,1,4,4,3,3,4,NA,NA,NA,NA,NA,NA,50,258,151,81,57,NA,NA,NA,NA,NA,NA,NA,11,48,38,18,4,NA,NA,NA,NA,NA,NA,NA,1,7,6,2,1,NA,NA,NA,NA,NA,NA,NA,49,129,161,114,84,0,0,0,0,0,0,0,13,25,32,10,21,0,0,0,0,0,0,0,2,7,1,3,1,NA,NA,NA,NA,NA,NA,NA,474,56,38,15,76,23,11,2,11,6,0,0,186,77,53,77,206,NA,NA,31,16,20,11,43,NA,NA,3,1,4,2,8,NA,NA,200,255,118,NA,NA,NA,NA,44,49,20,NA,NA,NA,NA,4,7,3,NA,NA,NA,NA,272,327,73,47,8,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120,207,148,123,22,43,20,35,2,11,3,2,NA,NA,NA,NA,NA,NA,0.8011393547058105,0.8453660607337952,0.8618990778923035,0.8607031106948853,0.8334919810295105,0.8405199170112609,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Do you favor or oppose each of the following?... Requiring a three day waiting period between the time a person applies to buy a handgun and the time it is sold to them?,0,-0.6931471805599453,0.3909478540072342,0.6728518818928159,0.6382052783947343,0.600800645201792,0,0,1,0,0,0,0,0,-0.6931471805599453,0,0.3065735963827292,0.5
1853,1999,0,NA,0,NA,guns,77,148,117,97,58,88,NA,NA,NA,NA,NA,NA,10,22,18,30,11,21,NA,NA,NA,NA,NA,NA,0,0,3,6,6,10,NA,NA,NA,NA,NA,NA,53,249,159,78,53,NA,NA,NA,NA,NA,NA,NA,7,54,29,18,8,NA,NA,NA,NA,NA,NA,NA,3,10,7,5,1,NA,NA,NA,NA,NA,NA,NA,52,130,158,102,81,0,0,0,0,0,0,0,8,23,33,22,22,0,0,0,0,0,0,0,3,8,4,3,3,NA,NA,NA,NA,NA,NA,NA,451,71,43,15,89,14,6,1,22,1,0,0,166,72,52,77,227,NA,NA,46,16,19,10,25,NA,NA,8,5,6,3,4,NA,NA,190,258,118,NA,NA,NA,NA,48,44,18,NA,NA,NA,NA,10,8,5,NA,NA,NA,NA,254,340,82,34,17,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,208,148,119,22,44,16,35,4,9,7,6,NA,NA,NA,NA,NA,NA,0.8555000424385071,0.8453978896141052,0.8304354548454285,0.8142049312591553,0.7929320931434631,0.8276940822601319,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,Do you favor or oppose each of the following?... Requiring gun manufacturers to put trigger locks or safety devices on all guns?,0,-0.6931471805599453,0.3909478540072342,0.7345425395272952,0.6079109539017359,0.5660094185816418,0,0,1,0,0,0,0,0,-0.6931471805599453,0,0.3065735963827292,0.5
1855,1999,2,1999,0,NA,foreign pol,35,79,99,92,76,74,NA,NA,NA,NA,NA,NA,52,75,109,73,69,76,NA,NA,NA,NA,NA,NA,6,20,24,15,15,17,NA,NA,NA,NA,NA,NA,6,19,104,149,72,108,NA,NA,NA,NA,NA,NA,8,21,156,140,57,74,NA,NA,NA,NA,NA,NA,4,11,24,35,13,12,NA,NA,NA,NA,NA,NA,16,14,28,54,130,89,111,0,0,0,0,0,20,32,40,69,103,82,88,0,0,0,0,0,6,7,8,13,18,12,20,NA,NA,NA,NA,NA,371,29,30,NA,372,32,27,NA,82,7,7,NA,131,50,25,90,163,NA,NA,138,70,52,76,120,NA,NA,20,11,16,17,35,NA,NA,16,127,200,89,19,NA,NA,25,142,185,77,20,NA,NA,3,36,34,11,7,NA,NA,248,210,202,253,36,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,123,114,105,120,136,107,93,20,34,21,24,NA,NA,NA,NA,NA,NA,0.3985799551010132,0.48289746046066284,0.5363786220550537,0.5576507449150085,0.5463806986808777,0.5043774962425231,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,"If a peace agreement is not reached between the Yugoslavian Serbs and Kosovo's ethnic Albanian majority, NATO has said it would carry out air and missile attackes against Serb military installations. Would you favor or oppose the US being a part of that military action?",1,0,0.5,0.3836385360934117,0.4276041196481649,0.41579585290093973,0,0,0,0,0,0,0,0,0,0,0.5,0.5
1856,1999,2,1999,0,NA,foreign pol,47,96,125,113,89,89,NA,NA,NA,NA,NA,NA,41,69,97,61,61,66,NA,NA,NA,NA,NA,NA,5,9,10,6,10,12,NA,NA,NA,NA,NA,NA,10,18,137,183,88,127,NA,NA,NA,NA,NA,NA,6,25,134,121,50,60,NA,NA,NA,NA,NA,NA,2,8,13,20,4,7,NA,NA,NA,NA,NA,NA,19,23,38,72,142,115,129,0,0,0,0,0,16,22,35,60,94,63,84,0,0,0,0,0,7,8,3,4,15,5,6,NA,NA,NA,NA,NA,453,39,38,NA,331,25,22,NA,41,4,4,NA,156,66,43,105,194,NA,NA,127,57,37,68,107,NA,NA,6,8,13,10,17,NA,NA,17,154,239,119,26,NA,NA,25,133,161,55,15,NA,NA,2,18,19,3,5,NA,NA,285,278,185,210,16,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,136,156,136,136,109,117,93,77,12,20,13,9,NA,NA,NA,NA,NA,NA,0.5203466415405273,0.5804736614227295,0.6129269599914551,0.6226295232772827,0.6128271818161011,0.5898407936096192,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,"If a peace agreement is reached, NATO has proposed sending in 30000 peacekeeping troops to Kosovo, including about 4000 US troops. Would you favor or oppose the US committing its troops as part of that peacekeeping force in Kosovo?",1,0,0.5,0.46261016065506516,0.4668233390212963,0.45127076468921085,0,0,0,0,0,0,0,0,0,0,0.5,0.5
1857,1999,0,NA,0,NA,misc others,48,85,107,86,71,78,NA,NA,NA,NA,NA,NA,40,85,120,93,85,79,NA,NA,NA,NA,NA,NA,5,4,5,1,4,10,NA,NA,NA,NA,NA,NA,12,26,140,154,62,84,NA,NA,NA,NA,NA,NA,4,19,134,162,78,108,NA,NA,NA,NA,NA,NA,2,6,10,8,2,2,NA,NA,NA,NA,NA,NA,25,29,43,73,117,81,98,0,0,0,0,0,10,20,28,63,132,101,117,0,0,0,0,0,7,4,5,0,2,1,4,NA,NA,NA,NA,NA,369,48,34,NA,433,19,25,NA,23,1,5,NA,76,32,44,126,201,NA,NA,209,96,43,48,109,NA,NA,4,3,6,9,8,NA,NA,11,109,226,100,24,NA,NA,30,188,184,74,20,NA,NA,3,8,9,3,2,NA,NA,239,238,239,266,8,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,135,114,98,117,148,123,117,8,10,5,7,NA,NA,NA,NA,NA,NA,0.6131798028945923,0.5162689089775085,0.45746320486068726,0.4393925666809082,0.45943188667297363,0.497147274017334,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,Would you favor or oppose the Justice Department appointing a special investigative prosecutor to conduct an inquiry into charges of possible misconduct by Independent Prosecutor Kenneth Starr?,0,0,0.5,0.5233858768671138,0.3880761012667706,0.3705113008652501,0,0,0,0,0,0,0,0,0,0,0.5,0.5
1858,1999,0,NA,0,NA,foreign pol,34,70,82,65,57,56,NA,NA,NA,NA,NA,NA,14,13,27,28,10,23,NA,NA,NA,NA,NA,NA,2,3,1,3,8,7,NA,NA,NA,NA,NA,NA,7,19,109,120,49,62,NA,NA,NA,NA,NA,NA,1,5,31,32,17,31,NA,NA,NA,NA,NA,NA,3,1,8,6,2,6,NA,NA,NA,NA,NA,NA,12,16,31,53,91,74,75,0,0,0,0,0,4,6,11,18,27,15,32,0,0,0,0,0,3,1,4,3,5,1,5,NA,NA,NA,NA,NA,295,31,24,NA,98,5,6,NA,21,0,4,NA,101,48,34,64,120,NA,NA,37,16,12,16,36,NA,NA,4,1,6,6,9,NA,NA,16,122,142,63,20,NA,NA,4,37,52,18,5,NA,NA,0,8,6,4,3,NA,NA,199,167,58,59,6,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,109,95,77,33,28,31,25,7,11,4,4,NA,NA,NA,NA,NA,NA,0.7280242443084717,0.7765510082244873,0.7887415885925293,0.7720497846603394,0.7116075754165649,0.7553948402404785,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,Do you favor or oppose the US and its allies taking all-out military action against Iraq until the situation is resolved?,0,0,0.5,0.6073421204025359,0.5740024819421542,0.5089327121176961,0,0,0,0,0,0,0,0,0,0,0.5,0.5
1859,1999,4,NA,0,NA,foreign pol,76,140,171,127,113,96,NA,NA,NA,NA,NA,NA,16,30,58,49,42,60,NA,NA,NA,NA,NA,NA,1,4,3,4,5,11,NA,NA,NA,NA,NA,NA,13,40,211,250,104,109,NA,NA,NA,NA,NA,NA,4,8,64,68,36,78,NA,NA,NA,NA,NA,NA,1,3,9,6,2,7,NA,NA,NA,NA,NA,NA,30,45,53,98,182,134,151,0,0,0,0,0,9,7,20,34,65,47,64,0,0,0,0,0,3,1,3,4,4,2,4,NA,NA,NA,NA,NA,599,52,42,NA,207,15,18,NA,19,1,4,NA,217,92,61,129,229,NA,NA,69,36,27,49,77,NA,NA,3,3,5,5,12,NA,NA,26,232,293,130,30,NA,NA,18,64,117,42,14,NA,NA,0,9,9,5,2,NA,NA,352,374,124,134,10,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,184,207,174,163,70,78,59,51,3,8,9,8,NA,NA,NA,NA,NA,NA,0.7728789448738098,0.7527004480361938,0.7325911521911621,0.7193448543548584,0.7083072662353516,0.7371645331382751,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,Do you favor or oppose using miltary force now to remove Saddam Hussein from power?,1,0.4054651081081644,0.5637914160289369,0.6458038599713649,0.5353221606989783,0.5068512061822782,0,1,0,0,0,0,0,0,0.4054651081081644,0,0.6131471927654584,0.5
1860,1999,3,2001,0,NA,taxation,65,135,183,143,109,115,NA,NA,NA,NA,NA,NA,27,34,47,37,50,45,NA,NA,NA,NA,NA,NA,1,5,2,0,1,7,NA,NA,NA,NA,NA,NA,11,33,234,247,107,122,NA,NA,NA,NA,NA,NA,7,14,46,71,35,69,NA,NA,NA,NA,NA,NA,0,4,4,6,0,3,NA,NA,NA,NA,NA,NA,22,40,61,111,191,138,157,0,0,0,0,0,17,11,14,24,59,44,62,0,0,0,0,0,3,2,1,1,1,1,0,NA,NA,NA,NA,NA,609,57,46,NA,203,10,16,NA,13,1,2,NA,244,102,71,124,213,NA,NA,43,28,17,58,97,NA,NA,2,1,5,1,8,NA,NA,39,255,310,115,25,NA,NA,5,48,103,59,21,NA,NA,0,2,6,3,0,NA,NA,349,404,132,110,5,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192,216,188,158,58,75,52,58,7,2,2,6,NA,NA,NA,NA,NA,NA,0.7522108554840088,0.7830487489700317,0.7834988832473755,0.7606024146080017,0.7031571865081787,0.7565036177635193,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,0,0,0,0,Would you generally favor or oppose each of the following proposals as part of this year's federal budget package: Cutting federal income tax rates by 10%?,1,1.3862943611198906,0.7181042919855315,0.6275037221301633,0.5701059630689487,0.5036304843008019,0,0,0,0,3,0,0,0,0,1.3862943611198906,0.5,0.7181042919855315
